"linkset","nhs_region","trust_type","trust_name","provider_code","wk_start","wk","hcai_group","n","ecds_last_update","sus_last_update"
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-04-30,18,"Unlinked",10,2020-05-20,2020-05-24
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-04-30,18,"CO.CA",16,2020-05-10,2020-05-28
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-04-30,18,"CO.HA",11,2020-04-16,2020-05-01
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-04-30,18,"CO",7,2020-05-06,2020-06-30
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-04-30,18,"HO.iHA",3,2020-04-28,2020-06-30
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-04-30,18,"HO.pHA",3,2020-04-22,2020-06-30
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-04-30,18,"HO.HA",9,2020-04-19,2020-06-30
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-07,19,"Unlinked",23,2020-06-19,2020-06-20
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-07,19,"CO.CA",11,2020-05-19,2020-05-25
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-07,19,"CO.HA",13,2020-05-02,2020-05-08
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-07,19,"CO",6,2020-05-10,2020-05-14
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-07,19,"HO.iHA",15,2020-05-10,2020-05-27
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-07,19,"HO.pHA",1,2020-04-30,2020-06-30
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-07,19,"HO.HA",11,2020-04-22,2020-06-30
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-14,20,"Unlinked",5,2020-04-20,2020-04-25
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-14,20,"CO.CA",5,2020-05-27,2020-05-30
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-14,20,"CO.HA",8,2020-05-06,2020-05-14
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-14,20,"CO",1,2020-05-20,2020-06-24
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-14,20,"HO.iHA",0,2020-05-16,2020-06-24
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-14,20,"HO.pHA",1,2020-05-11,2020-06-30
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-14,20,"HO.HA",7,2020-05-04,2020-05-29
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-21,21,"Unlinked",3,2020-04-25,2020-05-23
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-21,21,"CO.HA",7,2020-04-05,2020-06-30
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-21,21,"CO",4,2020-05-26,2020-06-09
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-21,21,"HO.iHA",12,2020-05-20,2020-05-27
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-21,21,"HO.pHA",4,2020-05-18,2020-06-04
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-21,21,"HO.HA",0,2020-05-01,2020-06-30
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-28,22,"Unlinked",1,2020-04-06,2020-04-12
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-28,22,"CO.CA",8,2020-06-10,2020-06-19
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-28,22,"CO.HA",9,2020-05-27,2020-05-28
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-28,22,"CO",13,2020-06-02,2020-06-11
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-28,22,"HO.iHA",5,2020-05-29,2020-06-12
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-28,22,"HO.pHA",7,2020-05-18,2020-06-04
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-05-28,22,"HO.HA",8,2020-05-10,2020-06-09
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-06-04,23,"Unlinked",2,2020-05-05,2020-05-13
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-06-04,23,"CO.HA",6,2020-05-27,2020-05-28
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-06-04,23,"CO",0,2020-06-09,2020-06-11
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-06-04,23,"HO.iHA",11,2020-06-05,2020-06-16
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-06-04,23,"HO.HA",6,2020-05-23,2020-06-18
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-06-11,24,"CO.HA",4,2020-06-08,2020-06-22
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-06-11,24,"HO.iHA",8,2020-06-14,2020-06-23
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-06-11,24,"HO.HA",9,2020-05-31,2020-06-18
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-06-18,25,"Unlinked",5,2020-05-30,2020-06-02
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN",2020-06-18,25,"CO.HA",12,2020-06-13,2020-06-17
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-02-27,9,"CO",0,2020-02-29,2020-03-04
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-03-05,10,"CO",2,2020-03-10,2020-03-11
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-03-05,10,"HO.iHA",10,2020-03-07,2020-03-12
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-03-12,11,"Unlinked",2,2020-04-19,2020-04-20
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-03-12,11,"CO",11,2020-03-17,2020-04-10
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-03-19,12,"Unlinked",10,2020-02-29,2020-04-21
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-03-19,12,"CO.HA",10,2020-03-08,2020-03-10
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-03-19,12,"CO",49,2020-03-25,2020-05-29
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-03-19,12,"HO.iHA",3,2020-03-23,2020-05-19
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-03-19,12,"HO.HA",7,2020-02-25,2020-04-09
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-03-26,13,"Unlinked",47,2020-06-14,2020-06-16
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-03-26,13,"CO.HA",8,2020-03-26,2020-05-15
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-03-26,13,"CO",112,2020-04-01,2020-05-28
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-03-26,13,"HO.iHA",8,2020-03-28,2020-05-07
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-03-26,13,"HO.pHA",1,2020-03-21,2020-04-04
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-03-26,13,"HO.HA",0,2020-03-10,2020-04-28
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-02,14,"Unlinked",223,2020-05-19,2020-06-30
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-02,14,"CO.CA",23,2020-04-16,2020-04-28
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-02,14,"CO.HA",10,2020-04-06,2020-05-13
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-02,14,"CO",48,2020-04-08,2020-06-08
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-02,14,"HO.iHA",13,2020-04-06,2020-06-03
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-02,14,"HO.pHA",1,2020-03-31,2020-04-21
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-02,14,"HO.HA",11,2020-03-22,2020-05-23
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-09,15,"Unlinked",203,2020-05-29,2020-05-29
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-09,15,"CO.CA",5,2020-04-18,2020-04-30
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-09,15,"CO.HA",24,2020-04-16,2020-05-08
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-09,15,"CO",42,2020-04-15,2020-05-30
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-09,15,"HO.iHA",25,2020-04-08,2020-05-19
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-09,15,"HO.pHA",4,2020-04-03,2020-05-15
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-09,15,"HO.HA",6,2020-03-17,2020-05-26
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-16,16,"Unlinked",110,2020-06-19,2020-06-20
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-16,16,"CO.CA",15,2020-04-30,2020-05-26
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-16,16,"CO.HA",12,2020-04-27,2020-05-26
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-16,16,"CO",19,2020-04-22,2020-06-01
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-16,16,"HO.iHA",0,2020-04-17,2020-05-18
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-16,16,"HO.pHA",2,2020-04-11,2020-05-29
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-16,16,"HO.HA",5,2020-04-06,2020-06-03
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-23,17,"Unlinked",36,2020-06-04,2020-06-08
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-23,17,"CO.HA",2,2020-05-04,2020-06-01
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-23,17,"CO",64,2020-04-29,2020-05-28
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-23,17,"HO.iHA",11,2020-04-23,2020-05-20
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-23,17,"HO.pHA",12,2020-04-18,2020-05-29
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-23,17,"HO.HA",1,2020-04-09,2020-06-03
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-30,18,"Unlinked",110,2020-05-28,2020-06-03
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-30,18,"CO.CA",4,2020-05-15,2020-05-16
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-30,18,"CO.HA",11,2020-04-27,2020-05-16
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-30,18,"CO",14,2020-05-06,2020-05-28
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-30,18,"HO.iHA",13,2020-05-02,2020-06-01
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-30,18,"HO.pHA",7,2020-04-28,2020-06-03
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-04-30,18,"HO.HA",0,2020-04-20,2020-05-29
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-07,19,"Unlinked",57,2020-06-08,2020-06-08
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-07,19,"CO.CA",11,2020-05-15,2020-05-26
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-07,19,"CO.HA",16,2020-05-13,2020-05-21
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-07,19,"CO",6,2020-05-13,2020-05-23
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-07,19,"HO.iHA",18,2020-05-08,2020-05-25
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-07,19,"HO.pHA",7,2020-05-05,2020-06-04
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-07,19,"HO.HA",6,2020-04-26,2020-05-20
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-14,20,"Unlinked",51,2020-04-26,2020-05-01
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-14,20,"CO.HA",17,2020-05-08,2020-05-25
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-14,20,"CO",24,2020-05-20,2020-05-28
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-14,20,"HO.iHA",10,2020-05-13,2020-06-11
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-14,20,"HO.pHA",12,2020-05-11,2020-06-10
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-14,20,"HO.HA",11,2020-05-02,2020-06-04
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-21,21,"Unlinked",7,2020-04-29,2020-05-14
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-21,21,"CO.HA",6,2020-05-15,2020-05-24
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-21,21,"CO",12,2020-05-26,2020-06-10
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-21,21,"HO.pHA",11,2020-05-14,2020-06-08
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-21,21,"HO.HA",10,2020-05-05,2020-05-28
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-28,22,"Unlinked",12,2020-05-09,2020-05-18
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-28,22,"CO.HA",12,2020-05-25,2020-05-28
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-28,22,"CO",0,2020-05-28,2020-06-11
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-28,22,"HO.pHA",13,2020-05-24,2020-06-06
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-05-28,22,"HO.HA",13,2020-05-14,2020-06-03
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-06-04,23,"Unlinked",15,2020-05-20,2020-05-22
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-06-04,23,"CO.HA",14,2020-05-30,2020-06-01
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-06-11,24,"Unlinked",5,2020-05-27,2020-05-28
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-06-11,24,"CO.HA",4,2020-05-28,2020-05-29
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-06-18,25,"Unlinked",16,2020-05-25,2020-06-30
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","MANCHESTER UNIVERSITY NHS FOUNDATION TRUST","R0A",2020-06-25,26,"Unlinked",9,2020-05-29,2020-06-10
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-02-27,9,"Unlinked",10,2020-02-06,2020-02-06
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-05,10,"Unlinked",0,2020-03-28,2020-04-04
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-05,10,"CO",0,2020-03-09,2020-03-14
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-12,11,"Unlinked",7,2019-12-25,2020-01-03
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-12,11,"CO.CA",4,2020-03-23,2020-03-26
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-12,11,"CO.HA",6,2020-03-15,2020-03-22
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-12,11,"CO",16,2020-03-18,2020-06-30
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-12,11,"HO.iHA",9,2020-03-16,2020-03-22
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-12,11,"HO.pHA",4,2020-03-03,2020-04-24
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-19,12,"Unlinked",9,2020-02-29,2020-03-04
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-19,12,"CO.CA",10,2020-03-30,2020-04-02
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-19,12,"CO.HA",3,2020-03-13,2020-03-28
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-19,12,"CO",26,2020-03-25,2020-04-24
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-19,12,"HO.iHA",15,2020-03-21,2020-04-17
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-19,12,"HO.pHA",10,2020-03-16,2020-04-16
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-19,12,"HO.HA",8,2020-02-27,2020-04-06
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-26,13,"Unlinked",31,2020-03-14,2020-03-24
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-26,13,"CO.CA",5,2020-04-09,2020-04-09
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-26,13,"CO.HA",16,2020-03-25,2020-03-27
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-26,13,"CO",129,2020-04-01,2020-06-30
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-26,13,"HO.iHA",2,2020-03-29,2020-04-17
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-26,13,"HO.pHA",1,2020-03-23,2020-05-05
"SGSS:SUS:ECDS","NORTH WEST","ACUTE","PENNINE ACUTE HOSPITALS NHS TRUST","RW6",2020-03-26,13,"HO.HA",18,2020-03-14,2020-06-30
